,id,title,release_year,country,duration,language,certification,gross,budget
1709,1710,Analyze That,2002,USA,96,English,R,32122249.0,60000000
1710,1711,Antwone Fisher,2002,USA,117,English,PG-13,21078145.0,12500000
1712,1713,Austin Powers in Goldmember,2002,USA,94,English,PG-13,213079163.0,63000000
1713,1714,Auto Focus,2002,USA,105,English,R,2062066.0,7000000
1714,1715,Bad Company,2002,USA,116,English,PG-13,30157016.0,70000000
1715,1716,Ballistic: Ecks vs. Sever,2002,USA,91,English,R,14294842.0,70000000
1716,1717,Barbershop,2002,USA,102,English,PG-13,75074950.0,12000000
1717,1718,Bend It Like Beckham,2002,UK,112,English,PG-13,32541719.0,3500159
1718,1719,Better Luck Tomorrow,2002,USA,98,English,R,3799339.0,250000
1719,1720,Big Fat Liar,2002,USA,88,English,PG,47811275.0,15000000
1720,1721,Big Fat Liar,2002,USA,88,English,PG,47811275.0,15000000
1721,1722,Big Trouble,2002,USA,74,English,PG-13,7262288.0,40000000
1722,1723,Blade II,2002,USA,117,English,R,81645152.0,54000000
1723,1724,Blood Work,2002,USA,110,English,R,26199517.0,50000000
1724,1725,Bloody Sunday,2002,UK,107,English,R,768045.0,2000000
1725,1726,Blue Car,2002,USA,88,English,R,464126.0,1000000
1726,1727,Blue Crush,2002,USA,104,English,PG-13,40118420.0,30000000
1727,1728,Boat Trip,2002,USA,97,English,R,8586376.0,20000000
1728,1729,Bowling for Columbine,2002,Germany,120,English,R,21244913.0,4000000
1729,1730,Brown Sugar,2002,USA,109,English,PG-13,27362712.0,8000000
1731,1732,Catch Me If You Can,2002,USA,141,English,PG-13,164435221.0,52000000
1732,1733,Changing Lanes,2002,USA,91,English,R,66790248.0,45000000
1733,1734,Chicago,2002,USA,113,English,PG-13,170684505.0,45000000
1734,1735,City by the Sea,2002,USA,108,English,R,22433915.0,60000000
1735,1736,City of Ghosts,2002,USA,116,English,R,325491.0,17500000
1736,1737,City of God,2002,Brazil,135,Portuguese,R,7563397.0,3300000
1737,1738,Civil Brand,2002,USA,91,English,R,243347.0,500000
1738,1739,Clockstoppers,2002,USA,94,English,PG,36985501.0,26000000
1739,1740,Collateral Damage,2002,USA,108,English,R,40048332.0,85000000
1742,1743,Crossroads,2002,USA,93,English,PG-13,37188667.0,12000000
1743,1744,Crossroads,2002,USA,93,English,PG-13,37188667.0,12000000
1745,1746,Dark Blue,2002,USA,118,English,R,9059588.0,15000000
1746,1747,Darkness,2002,USA,103,English,PG-13,22160085.0,10600000
1747,1748,Death to Smoochy,2002,UK,109,English,R,8355815.0,55000000
1748,1749,Deuces Wild,2002,USA,96,English,R,6044618.0,10000000
1749,1750,Die Another Day,2002,UK,133,English,PG-13,160201106.0,142000000
1750,1751,Dirty Pretty Things,2002,UK,97,English,R,8111360.0,10000000
1751,1752,Divine Secrets of the Ya-Ya Sisterhood,2002,USA,116,English,PG-13,69586544.0,27000000
1753,1754,Dragonfly,2002,USA,104,English,PG-13,30063805.0,60000000
1754,1755,Drumline,2002,USA,118,English,PG-13,56398162.0,20000000
1755,1756,Eight Legged Freaks,2002,USA,99,English,PG-13,17266505.0,30000000
1756,1757,El crimen del padre Amaro,2002,Mexico,118,Spanish,R,5709616.0,1800000
1757,1758,Enough,2002,USA,115,English,PG-13,39177215.0,38000000
1758,1759,Equilibrium,2002,USA,107,English,R,1190018.0,20000000
1759,1760,Extreme Ops,2002,UK,93,English,PG-13,4835968.0,40000000
1762,1763,Far from Heaven,2002,USA,107,English,PG-13,15854988.0,13500000
1763,1764,Feardotcom,2002,UK,101,English,R,13208023.0,42000000
1764,1765,Femme Fatale,2002,France,114,English,R,6592103.0,35000000
1765,1766,Frida,2002,USA,123,English,R,25776062.0,12000000
1766,1767,Friday After Next,2002,USA,85,English,R,32983713.0,20000000
1767,1768,Full Frontal,2002,USA,101,English,R,2506446.0,2000000
1769,1770,Gangs of New York,2002,USA,216,English,R,77679638.0,100000000
1770,1771,Gerry,2002,USA,103,English,R,236266.0,3500000
1771,1772,Ghost Ship,2002,USA,91,English,R,30079316.0,35000000
1772,1773,Half Past Dead,2002,Germany,98,English,PG-13,15361537.0,13000000
1773,1774,Halloween: Resurrection,2002,USA,94,English,R,30259652.0,15000000
1774,1775,Harry Potter and the Chamber of Secrets,2002,UK,174,English,PG,261970615.0,100000000
1775,1776,Hart's War,2002,USA,125,English,R,19076815.0,60000000
1776,1777,Hero,2002,China,80,Mandarin,PG-13,84961.0,31000000
1777,1778,Hero,2002,China,80,Mandarin,PG-13,84961.0,31000000
1778,1779,Hey Arnold! The Movie,2002,USA,76,English,PG,13684949.0,3000000
1779,1780,High Crimes,2002,USA,115,English,PG-13,41543207.0,42000000
1781,1782,Hollywood Ending,2002,USA,112,English,PG-13,4839383.0,16000000
1782,1783,I Spy,2002,USA,97,English,PG-13,33105600.0,70000000
1783,1784,Ice Age,2002,USA,103,English,PG,176387405.0,59000000
1784,1785,Igby Goes Down,2002,USA,99,English,R,4681503.0,9000000
1785,1786,Insomnia,2002,USA,118,English,R,67263182.0,46000000
1786,1787,Interview with the Assassin,2002,USA,88,English,R,47329.0,750000
1788,1789,Jackass: The Movie,2002,USA,87,English,R,64267897.0,5000000
1789,1790,John Q,2002,USA,116,English,PG-13,71026631.0,36000000
1790,1791,Jonah: A VeggieTales Movie,2002,USA,82,English,G,25571351.0,14000000
1791,1792,Juwanna Mann,2002,USA,91,English,PG-13,13571817.0,15600000
1792,1793,K-19: The Widowmaker,2002,UK,138,English,PG-13,35168677.0,100000000
1793,1794,Kung Pow: Enter the Fist,2002,USA,81,English,PG-13,16033556.0,10000000
1794,1795,L'auberge espagnole,2002,France,111,French,R,3895664.0,5300000
1795,1796,Life or Something Like It,2002,USA,103,English,PG-13,14448589.0,40000000
1796,1797,Like Mike,2002,USA,99,English,PG,51432423.0,30000000
1797,1798,Lilo & Stitch,2002,USA,85,English,PG,145771527.0,80000000
1799,1800,Maid in Manhattan,2002,USA,105,English,PG-13,93815117.0,55000000
1801,1802,Martin Lawrence Live: Runteldat,2002,USA,113,English,R,19184015.0,3000000
1802,1803,May,2002,USA,93,English,R,145540.0,500000
1803,1804,Men in Black II,2002,USA,88,English,PG-13,190418803.0,140000000
1804,1805,Men with Brooms,2002,Canada,102,English,R,4239767.0,7500000
1805,1806,Minority Report,2002,USA,145,English,PG-13,132014112.0,102000000
1806,1807,Mondays in the Sun,2002,Spain,113,Spanish,R,146402.0,4000000
1807,1808,Moonlight Mile,2002,USA,112,English,PG-13,6830957.0,21000000
1809,1810,Mr. Deeds,2002,USA,96,English,PG-13,126203320.0,50000000
1810,1811,Murder by Numbers,2002,USA,115,English,R,31874869.0,50000000
1811,1812,Murder by Numbers,2002,USA,115,English,R,31874869.0,50000000
1812,1813,My Big Fat Greek Wedding,2002,USA,95,English,PG,241437427.0,5000000
1813,1814,Narc,2002,USA,105,English,R,10460089.0,7500000
1814,1815,Nicholas Nickleby,2002,UK,132,English,PG,1309849.0,10000000
1815,1816,One Hour Photo,2002,USA,96,English,R,31597131.0,12000000
1816,1817,Panic Room,2002,USA,112,English,R,95308367.0,48000000
1817,1818,People I Know,2002,USA,100,English,R,121972.0,22000000
1818,1819,Phone Booth,2002,USA,81,English,R,46563158.0,13000000
1819,1820,Poolhall Junkies,2002,USA,99,English,R,562059.0,4000000
1820,1821,Punch-Drunk Love,2002,USA,95,English,R,17791031.0,25000000
1821,1822,Queen of the Damned,2002,USA,101,English,R,30307804.0,35000000
1822,1823,Rabbit-Proof Fence,2002,Australia,94,Aboriginal,PG,6165429.0,6000000
1823,1824,Raising Victor Vargas,2002,France,88,English,R,2073984.0,800000
1824,1825,Real Women Have Curves,2002,USA,90,English,PG-13,5844929.0,3000000
1825,1826,Red Dragon,2002,Germany,124,English,R,92930005.0,78000000
1826,1827,Reign of Fire,2002,USA,101,English,PG-13,43060566.0,60000000
1827,1828,Resident Evil,2002,UK,100,English,R,39532308.0,33000000
1828,1829,Return to Never Land,2002,USA,72,English,G,48423368.0,20000000
1830,1831,Road to Perdition,2002,USA,117,English,R,104054514.0,80000000
1831,1832,Rollerball,2002,USA,98,English,R,18990542.0,70000000
1832,1833,Scooby-Doo,2002,USA,86,English,PG,153288182.0,84000000
1833,1834,Secretary,2002,USA,104,English,R,4046737.0,4000000
1834,1835,Serving Sara,2002,Germany,99,English,PG-13,16930185.0,29000000
1836,1837,Signs,2002,USA,106,English,PG-13,227965690.0,72000000
1837,1838,Slackers,2002,Canada,86,English,R,4814244.0,11000000
1838,1839,Snow Dogs,2002,Canada,99,English,PG,81150692.0,35000000
1839,1840,Sorority Boys,2002,USA,93,English,R,10198766.0,12000000
1840,1841,Spider,2002,Canada,98,English,R,1641788.0,8000000
1841,1842,Spider-Man,2002,USA,121,English,PG-13,403706375.0,139000000
1842,1843,Spirit: Stallion of the Cimarron,2002,USA,83,English,G,73215310.0,80000000
1843,1844,Spun,2002,USA,106,English,R,410241.0,2000000
1844,1845,Spy Kids 2: Island of Lost Dreams,2002,USA,100,English,PG,85570368.0,38000000
1845,1846,Star Trek: Nemesis,2002,USA,116,English,PG-13,43119879.0,60000000
1846,1847,Star Wars: Episode II - Attack of the Clones,2002,USA,142,English,PG,310675583.0,115000000
1847,1848,Stealing Harvard,2002,USA,85,English,PG-13,13973532.0,25000000
1848,1849,Stealing Harvard,2002,USA,85,English,PG-13,13973532.0,25000000
1849,1850,Stolen Summer,2002,USA,91,English,PG,119841.0,1500000
1850,1851,Stuart Little 2,2002,USA,77,English,PG,64736114.0,120000000
1851,1852,Sunshine State,2002,USA,141,English,PG-13,3064356.0,5600000
1852,1853,Sweet Home Alabama,2002,USA,108,English,PG-13,127214072.0,38000000
1853,1854,Swept Away,2002,UK,89,English,R,598645.0,10000000
1854,1855,Swimfan,2002,USA,85,English,PG-13,28563926.0,8500000
1855,1856,The Adventures of Pluto Nash,2002,USA,95,English,PG-13,4411102.0,100000000
1856,1857,The Banger Sisters,2002,USA,98,English,R,30306281.0,10000000
1857,1858,The Bourne Identity,2002,USA,119,English,PG-13,121468960.0,60000000
1859,1860,The Count of Monte Cristo,2002,UK,131,English,PG-13,54228104.0,35000000
1860,1861,The Country Bears,2002,USA,88,English,G,16988996.0,35000000
1861,1862,The Crocodile Hunter: Collision Course,2002,Australia,90,English,PG,28399192.0,13000000
1862,1863,The Dangerous Lives of Altar Boys,2002,USA,104,English,R,1779284.0,12000000
1863,1864,The Emperor's Club,2002,USA,109,English,PG-13,14060950.0,12500000
1864,1865,The Four Feathers,2002,UK,125,English,PG-13,18306166.0,35000000
1865,1866,The Good Girl,2002,USA,93,English,R,14015786.0,5000000
1866,1867,The Good Thief,2002,France,109,English,R,3517797.0,25000000
1867,1868,The Guru,2002,UK,94,English,R,3034181.0,11000000
1868,1869,The Heart of Me,2002,UK,96,English,R,196067.0,7000000
1869,1870,The Hours,2002,USA,114,English,PG-13,41597830.0,25000000
1870,1871,The Importance of Being Earnest,2002,UK,97,English,PG,8378141.0,15000000
1871,1872,The Lord of the Rings: The Two Towers,2002,USA,172,English,PG-13,340478898.0,94000000
1872,1873,The Master of Disguise,2002,USA,80,English,PG,40363530.0,16000000
1873,1874,The Mothman Prophecies,2002,USA,119,English,PG-13,35228696.0,32000000
1874,1875,The New Guy,2002,USA,92,English,PG-13,28972187.0,13000000
1875,1876,The Pianist,2002,France,150,English,R,32519322.0,35000000
1876,1877,The Quiet American,2002,UK,101,English,R,12987647.0,30000000
1877,1878,The Rookie,2002,USA,127,English,G,75597042.0,20000000
1878,1879,The Rules of Attraction,2002,USA,110,English,R,6525762.0,4000000
1879,1880,The Salton Sea,2002,USA,103,English,R,676698.0,18000000
1880,1881,The Santa Clause 2,2002,USA,104,English,G,139225854.0,60000000
1881,1882,The Scorpion King,2002,USA,100,English,PG-13,90341670.0,60000000
1882,1883,The Singles Ward,2002,USA,102,English,PG,1250798.0,500000
1883,1884,The Slaughter Rule,2002,USA,112,English,R,13134.0,500000
1884,1885,The Sum of All Fears,2002,USA,124,English,PG-13,118471320.0,68000000
1885,1886,The Sweetest Thing,2002,USA,90,English,R,24430272.0,43000000
1886,1887,The Time Machine,2002,USA,96,English,PG-13,56684819.0,80000000
1887,1888,The Transporter,2002,France,92,English,PG-13,25296447.0,21000000
1888,1889,The Tuxedo,2002,USA,98,English,PG-13,50189179.0,60000000
1889,1890,The Wild Thornberrys Movie,2002,USA,85,English,PG,39880476.0,25000000
1890,1891,They,2002,USA,89,English,PG-13,12693621.0,17000000
1891,1892,Time Changer,2002,USA,95,English,PG,15278.0,825000
1892,1893,Treasure Planet,2002,USA,95,English,PG,38120554.0,140000000
1893,1894,Tuck Everlasting,2002,USA,90,English,PG,19158074.0,15000000
1894,1895,Two Weeks Notice,2002,USA,101,English,PG-13,93307796.0,60000000
1895,1896,Undercover Brother,2002,USA,86,English,PG-13,38230435.0,25000000
1896,1897,Undisputed,2002,USA,94,English,R,12398628.0,20000000
1897,1898,Unfaithful,2002,USA,124,English,R,52752475.0,50000000
1898,1899,Van Wilder: Party Liaison,2002,Germany,94,English,R,21005329.0,6000000
1899,1900,We Were Soldiers,2002,USA,124,English,R,78120196.0,75000000
1900,1901,Welcome to Collinwood,2002,USA,86,English,R,333976.0,12000000
1901,1902,Whale Rider,2002,New Zealand,101,English,PG-13,20772796.0,6000000
1902,1903,White Oleander,2002,USA,109,English,PG-13,16346122.0,16000000
1903,1904,Windtalkers,2002,USA,153,English,R,40911830.0,115000000
1904,1905,xXx,2002,USA,132,English,PG-13,141204016.0,70000000
1906,1907,2 Fast 2 Furious,2003,USA,107,English,PG-13,127083765.0,76000000
1907,1908,21 Grams,2003,USA,124,English,R,16248701.0,20000000
1908,1909,A Guy Thing,2003,USA,101,English,PG-13,15408822.0,20000000
1909,1910,A Man Apart,2003,USA,109,English,R,26183197.0,36000000
1911,1912,Agent Cody Banks,2003,USA,102,English,PG,47285499.0,26000000
1912,1913,Alex & Emma,2003,USA,96,English,PG-13,14208384.0,30000000
1913,1914,All the Real Girls,2003,USA,108,English,R,548712.0,2500000
1915,1916,American Wedding,2003,USA,74,English,R,104354205.0,55000000
1916,1917,Anything Else,2003,USA,108,English,R,3203044.0,18000000
1917,1918,Bad Boys II,2003,USA,147,English,R,138396624.0,130000000
1918,1919,Bad Santa,2003,USA,98,English,R,60057639.0,18000000
1919,1920,Basic,2003,Germany,98,English,R,26536120.0,50000000
1920,1921,Beyond Borders,2003,USA,127,English,R,4426297.0,35000000
1921,1922,Big Fish,2003,USA,125,English,PG-13,66257002.0,70000000
1922,1923,Bon voyage,2003,France,114,French,PG-13,2353728.0,20000000
1923,1924,Bringing Down the House,2003,USA,105,English,PG-13,132541238.0,33000000
1924,1925,Bruce Almighty,2003,USA,101,English,PG-13,242589580.0,81000000
1925,1926,Bulletproof Monk,2003,USA,104,English,PG-13,23020488.0,52000000
1926,1927,Charlie's Angels: Full Throttle,2003,USA,107,English,PG-13,100685880.0,120000000
1928,1929,Cheaper by the Dozen,2003,USA,94,English,PG,138614544.0,40000000
1929,1930,Code 46,2003,UK,93,English,R,197148.0,7500000
1930,1931,Cold Mountain,2003,USA,154,English,R,95632614.0,79000000
1931,1932,Confidence,2003,USA,97,English,R,12212417.0,15000000
1932,1933,Cradle 2 the Grave,2003,USA,101,English,R,34604054.0,30000000
1933,1934,Daddy Day Care,2003,USA,92,English,PG,104148781.0,60000000
1934,1935,Darkness Falls,2003,USA,96,English,PG-13,32131483.0,11000000
1935,1936,Dickie Roberts: Former Child Star,2003,USA,98,English,PG-13,22734486.0,17000000
1936,1937,Dreamcatcher,2003,USA,136,English,R,33685268.0,68000000
1937,1938,Dumb and Dumberer: When Harry Met Lloyd,2003,USA,85,English,PG-13,26096584.0,19000000
1938,1939,Duplex,2003,USA,89,English,PG-13,9652000.0,40000000
1939,1940,DysFunktional Family,2003,USA,89,English,R,2223990.0,3000000
1940,1941,Elf,2003,USA,97,English,PG,173381405.0,33000000
1941,1942,Final Destination 2,2003,USA,90,English,R,46455802.0,26000000
1942,1943,Finding Nemo,2003,USA,100,English,G,380838870.0,94000000
1944,1945,Freaky Friday,2003,USA,97,English,PG,110222438.0,26000000
1945,1946,Freddy vs. Jason,2003,USA,97,English,R,82163317.0,30000000
1946,1947,From Justin to Kelly,2003,USA,90,English,PG,4922166.0,12000000
1947,1948,Gigli,2003,USA,121,English,R,5660084.0,54000000
1949,1950,Gods and Generals,2003,USA,280,English,PG-13,12870569.0,56000000
1950,1951,Good Boy!,2003,USA,87,English,PG,37566230.0,17000000
1951,1952,Good Bye Lenin!,2003,Germany,121,German,R,4063859.0,4800000
1953,1954,Gothika,2003,USA,98,English,R,59588068.0,40000000
1955,1956,Head of State,2003,USA,95,English,PG-13,37788228.0,35200000
1956,1957,High Tension,2003,France,89,French,Unrated,3645438.0,2200000
1957,1958,Holes,2003,USA,117,English,PG,67325559.0,20000000
1958,1959,Hollywood Homicide,2003,USA,116,English,PG-13,30013346.0,75000000
1959,1960,Honey,2003,USA,94,English,PG-13,30222640.0,25000000
1960,1961,House of 1000 Corpses,2003,USA,105,English,R,12583510.0,7000000
1961,1962,House of Sand and Fog,2003,USA,126,English,R,13005485.0,15000000
1962,1963,How to Deal,2003,USA,101,English,PG-13,14108518.0,16000000
1963,1964,How to Lose a Guy in 10 Days,2003,USA,116,English,PG-13,105807520.0,50000000
1964,1965,Hulk,2003,USA,138,English,PG-13,132122995.0,137000000
1965,1966,I Love Your Work,2003,USA,111,English,R,2580.0,1650000
1966,1967,Identity,2003,USA,91,English,R,51475962.0,30000000
1967,1968,In the Cut,2003,Australia,113,English,R,4717455.0,12000000
1968,1969,Intolerable Cruelty,2003,USA,100,English,PG-13,35096190.0,60000000
1969,1970,Jeepers Creepers II,2003,USA,104,English,R,35143332.0,17000000
1970,1971,Johnny English,2003,UK,87,English,PG,27972410.0,35000000
1971,1972,Just Married,2003,USA,95,English,PG-13,56127162.0,18000000
1972,1973,Kangaroo Jack,2003,USA,89,English,PG,66734992.0,60000000
1973,1974,Kill Bill: Vol. 1,2003,USA,111,English,R,70098138.0,30000000
1974,1975,Lara Croft Tomb Raider: The Cradle of Life,2003,USA,117,English,PG-13,65653758.0,95000000
1975,1976,Latter Days,2003,USA,107,English,R,819939.0,850000
1976,1977,"Legally Blonde 2: Red, White & Blonde",2003,USA,95,English,PG-13,89808372.0,45000000
1977,1978,Looney Tunes: Back in Action,2003,Germany,91,English,PG,20950820.0,80000000
1978,1979,Lost in Translation,2003,USA,101,English,R,44566004.0,4000000
1979,1980,Love Actually,2003,UK,129,English,R,59365105.0,45000000
1981,1982,Malibu's Most Wanted,2003,USA,86,English,PG-13,34308901.0,16000000
1982,1983,Mambo Italiano,2003,Canada,92,English,R,6239558.0,5000000
1983,1984,Marci X,2003,USA,80,English,R,1646664.0,20000000
1985,1986,Master and Commander: The Far Side of the World,2003,USA,138,English,PG-13,93926386.0,150000000
1986,1987,Mona Lisa Smile,2003,USA,117,English,PG-13,63695760.0,65000000
1987,1988,Monster,2003,USA,109,English,R,34468224.0,4500000
1988,1989,My Boss's Daughter,2003,USA,90,English,PG-13,15549702.0,14000000
1989,1990,My Life Without Me,2003,Spain,106,English,R,395592.0,2000000
1990,1991,Mystic River,2003,USA,138,English,R,90135191.0,25000000
1991,1992,Northfork,2003,USA,103,English,PG-13,1420578.0,1900000
1993,1994,Old School,2003,USA,88,English,R,74608545.0,24000000
1994,1995,Oldboy,2003,South Korea,120,Korean,R,2181290.0,3000000
1995,1996,Once Upon a Time in Mexico,2003,USA,102,English,R,55845943.0,29000000
1996,1997,Open Range,2003,USA,139,English,R,58328680.0,22000000
1997,1998,Open Water,2003,USA,79,English,R,30500882.0,500000
1998,1999,Osama,2003,Afghanistan,83,Dari,PG-13,1127331.0,46000
1999,2000,Out of Time,2003,USA,114,English,R,40905277.0,50000000
2000,2001,Owning Mahowny,2003,Canada,104,English,R,1011054.0,10000000
2001,2002,Party Monster,2003,USA,98,English,R,296665.0,5000000
2002,2003,Paycheck,2003,USA,119,English,PG-13,53789313.0,60000000
2003,2004,Pieces of April,2003,USA,80,English,PG-13,2360184.0,300000
2004,2005,Pirates of the Caribbean: The Curse of the Black Pearl,2003,USA,143,English,PG-13,305388685.0,140000000
2005,2006,Radio,2003,USA,109,English,PG,52277485.0,35000000
2006,2007,"Remember Me, My Love",2003,Italy,125,Italian,R,223878.0,5000000
2007,2008,Rugrats Go Wild,2003,USA,80,English,PG,39399750.0,25000000
